"","Year","Quarter","IntercatchMetierTag","VesselLenthCategory","Area","KWdays","DaysatSea","NoVessels","FDFVessel","Country","ID"
"158",2016,"Q2","DRB_CRU_>0_0_0",NA,"27.4.a",NA,0.129155092592593,1,NA,"NO",158
"159",2016,"Q2","FPO_DEF_>0_0_0","10<24m","27.4.a",20399.064765,46.225,1,NA,"NO",159
"160",2016,"Q2","GNC_DEF_>0_0_0","24<40m","27.4.a",218849.770502778,371.940972222222,1,NA,"NO",160
"161",2016,"Q2","GND_DEF_50-70_0_0","10<24m","27.3.a.20",119.722892777778,0.406944444444444,1,NA,"NO",161
"162",2016,"Q2","GND_DEF_50-70_0_0","10<24m","27.4.b",140.153420555556,0.476388888888889,1,NA,"NO",162
"163",2016,"Q2","GNS_CRU_120-219_0_0","=40m","27.4.a",3515.07230416667,2.38958333333333,1,NA,"NO",163
"164",2016,"Q2","GNS_CRU_71-89_0_0","=40m","27.4.a",13.1981209444444,0.0118055555555556,1,NA,"NO",164
"165",2016,"Q2","GNS_DEF_120-219_0_0","=40m","27.4.a",0,0,1,NA,"NO",165
"166",2016,"Q2","GNS_DEF_120-219_0_0","=40m","27.6.a",490.332666666667,0.333333333333333,1,NA,"NO",166
"167",2016,"Q2","GNS_DEF_120-219_0_0","10<24m","27.4.a",158044.263135649,345.534027777778,3,NA,"NO",167
"168",2016,"Q2","GNS_DEF_120-219_0_0","10<24m","27.4.b",63857.5268668444,170.1125,2,NA,"NO",168
"169",2016,"Q2","GNS_DEF_120-219_0_0","24<40m","27.4.a",166462.926426435,271.414571759259,5,NA,"NO",169
"170",2016,"Q2","GNS_DEF_120-219_0_0","24<40m","27.4.b",8483.72047577083,11.6511574074074,2,NA,"NO",170
"171",2016,"Q2","GNS_DEF_71-89_0_0","=40m","27.4.a",82189.6024477222,62.0965277777778,2,NA,"NO",171
"172",2016,"Q2","GNS_DEF_71-89_0_0","24<40m","27.4.a",283309.652033206,365.353206018519,5,NA,"NO",172
"173",2016,"Q2","GNS_DEF_71-89_0_0","24<40m","27.4.b",53201.03304175,73.0638888888889,1,NA,"NO",173
"174",2016,"Q2","GNS_DEF_90-99_0_0","24<40m","27.4.a",310513.142756394,503.591840277778,4,NA,"NO",174
"175",2016,"Q2","GNS_DEF_90-99_0_0","24<40m","27.4.b",49432.1798722125,67.8879166666667,2,NA,"NO",175
"176",2016,"Q2","GNS_SPF_120-219_0_0","24<40m","27.4.a",9.33675119444444,0.0125,1,NA,"NO",176
"177",2016,"Q2","GNS_SPF_71-89_0_0","24<40m","27.4.a",260.464235821019,0.387453703703704,1,NA,"NO",177
"178",2016,"Q2","GNS_SPF_90-99_0_0","24<40m","27.4.a",12138.1723942535,30.2270833333333,2,NA,"NO",178
"179",2016,"Q2","LLS_DEF_0_0_0","=40m","27.4.a",379851.401278094,238.510486111111,9,NA,"NO",179
"180",2016,"Q2","LLS_DEF_0_0_0","=40m","27.4.b",36708.221659135,32.8342951388889,2,NA,"NO",180
"181",2016,"Q2","LLS_DEF_0_0_0","=40m","27.6.a",437902.762954598,329.817350308642,7,NA,"NO",181
"182",2016,"Q2","LLS_DEF_0_0_0","10<24m","27.3.d.29",0.503676355121528,0.00195659722222222,1,NA,"NO",182
"183",2016,"Q2","LLS_DEF_0_0_0","10<24m","27.4.a",35061.4816280359,47.6716844135802,3,NA,"NO",183
"184",2016,"Q2","LLS_DEF_0_0_0","10<24m","27.4.b",334.457188841319,2.16540509259259,1,NA,"NO",184
"185",2016,"Q2","LLS_DEF_0_0_0","24<40m","27.4.a",114389.116708934,199.402175925926,5,NA,"NO",185
"186",2016,"Q2","LLS_DEF_0_0_0","24<40m","27.4.b",28742.4453916493,50.4243055555556,1,NA,"NO",186
"187",2016,"Q2","LLS_DEF_0_0_0","24<40m","27.6.a",24241.1971555826,42.0991550925926,4,NA,"NO",187
"188",2016,"Q2","LTL_DEF_0_0_0","10<24m","27.4.a",2949.21071172622,6.69174151234568,3,NA,"NO",188
"189",2016,"Q2","MIS_MIS_0_0_0","=40m","27.3.a.20",38582.1258649162,8.68567515432099,12,NA,"NO",189
"190",2016,"Q2","MIS_MIS_0_0_0","=40m","27.4.a",334631.33471587,141.262181905864,98,NA,"NO",190
"191",2016,"Q2","MIS_MIS_0_0_0","=40m","27.4.b",3691.55106690759,0.884583333333333,30,NA,"NO",191
"192",2016,"Q2","MIS_MIS_0_0_0","=40m","27.4.c",64.2467059474306,0.0217013888888889,3,NA,"NO",192
"193",2016,"Q2","MIS_MIS_0_0_0","=40m","27.6.a",2498.27647629392,2.26271122685185,2,NA,"NO",193
"194",2016,"Q2","MIS_MIS_0_0_0","10<24m","27.3.a.20",58696.1305413904,134.053479166667,7,NA,"NO",194
"195",2016,"Q2","MIS_MIS_0_0_0","10<24m","27.4.a",79750.1466725443,112.225180169753,11,NA,"NO",195
"196",2016,"Q2","MIS_MIS_0_0_0","10<24m","27.4.b",274.682061432292,0.8734375,2,NA,"NO",196
"197",2016,"Q2","MIS_MIS_0_0_0","24<40m","27.3.a.20",2294.85903263889,3.12013888888889,1,NA,"NO",197
"198",2016,"Q2","MIS_MIS_0_0_0","24<40m","27.4.a",NA,NA,45,NA,"NO",198
"199",2016,"Q2","MIS_MIS_0_0_0","24<40m","27.4.b",636.40430035625,0.671111111111111,3,NA,"NO",199
"200",2016,"Q2","MIS_MIS_0_0_0",NA,"27.4.a",NA,0.699305555555556,1,NA,"NO",200
"201",2016,"Q2","OTB_CRU_<16_0_0","=40m","27.4.a",1975.98505860567,0.629178240740741,1,NA,"NO",201
"202",2016,"Q2","OTB_CRU_>=120_0_0","=40m","27.3.a.20",0.785170720659722,0.00032349537037037,1,NA,"NO",202
"203",2016,"Q2","OTB_CRU_>=120_0_0","=40m","27.4.a",82792.8593659762,23.6115001929012,10,NA,"NO",203
"204",2016,"Q2","OTB_CRU_>=120_0_0","10<24m","27.3.a.20",112867.936386822,363.442666666667,5,NA,"NO",204
"205",2016,"Q2","OTB_CRU_>=120_0_0","10<24m","27.4.a",122.732266955845,0.681099537037037,1,NA,"NO",205
"206",2016,"Q2","OTB_CRU_>=120_0_0","24<40m","27.3.a.20",28564.9624173918,45.4051157407407,4,NA,"NO",206
"207",2016,"Q2","OTB_CRU_16-31_0_0","=40m","27.4.a",22132.1332659403,7.95030092592593,8,NA,"NO",207
"208",2016,"Q2","OTB_CRU_16-31_0_0","10<24m","27.3.a.20",61415.9030948611,152.538888888889,3,NA,"NO",208
"209",2016,"Q2","OTB_CRU_16-31_0_0","10<24m","27.4.a",5.19887411398534,0.0108746141975309,1,NA,"NO",209
"210",2016,"Q2","OTB_CRU_16-31_0_0","24<40m","27.4.a",1718.20534305833,1.36328703703704,2,NA,"NO",210
"211",2016,"Q2","OTB_CRU_32-69_0_0","=40m","27.4.a",8472.28663305264,2.77806712962963,3,NA,"NO",211
"212",2016,"Q2","OTB_CRU_32-69_0_0","10<24m","27.3.a.20",229175.77593505,615.943446180555,14,NA,"NO",212
"213",2016,"Q2","OTB_CRU_32-69_0_0","10<24m","27.4.a",17097.5564451894,41.1316334876543,5,NA,"NO",213
"214",2016,"Q2","OTB_CRU_32-69_0_0","24<40m","27.3.a.20",657682.794209993,1031.51935706019,7,NA,"NO",214
"215",2016,"Q2","OTB_CRU_32-69_0_0","24<40m","27.4.a",458014.17810424,618.631041666667,4,NA,"NO",215
